Gene stable ID	Gene stable ID version	Gene name	Chromosome/scaffold name
ENSMUSG00000028634	ENSMUSG00000028634.17	Hivep3	4
ENSMUSG00000110089	ENSMUSG00000110089.1	Gm36243	8
ENSMUSG00000007610	ENSMUSG00000007610.15	Gtpbp3	8
ENSMUSG00000078179	ENSMUSG00000078179.1	Rnf148	6
ENSMUSG00000104693	ENSMUSG00000104693.1	Gm42941	3
ENSMUSG00000083709	ENSMUSG00000083709.1	Gm14688	X
ENSMUSG00000109956	ENSMUSG00000109956.1	Gm45428	8
ENSMUSG00000092103	ENSMUSG00000092103.2	Gm17039	13
ENSMUSG00000111762	ENSMUSG00000111762.1	Olfr946-ps1	9
ENSMUSG00000104737	ENSMUSG00000104737.1	Gm42937	3
ENSMUSG00000082202	ENSMUSG00000082202.3	Gm4910	X
ENSMUSG00000032006	ENSMUSG00000032006.15	Pdgfd	9
ENSMUSG00000033282	ENSMUSG00000033282.14	Rpgrip1l	8
ENSMUSG00000097371	ENSMUSG00000097371.1	Gm26875	13
ENSMUSG00000084374	ENSMUSG00000084374.1	Gm13255	2
ENSMUSG00000083912	ENSMUSG00000083912.1	Gm5391	X
ENSMUSG00000051956	ENSMUSG00000051956.4	Rnf133	6
ENSMUSG00000021510	ENSMUSG00000021510.11	Zfp729a	13
ENSMUSG00000026825	ENSMUSG00000026825.17	Dnm1	2
ENSMUSG00000082953	ENSMUSG00000082953.3	Gm13217	2
ENSMUSG00000101515	ENSMUSG00000101515.1	Gm21899	Y
ENSMUSG00000085580	ENSMUSG00000085580.1	1700061F12Rik	2
ENSMUSG00000097387	ENSMUSG00000097387.1	4930563E18Rik	18
ENSMUSG00000032346	ENSMUSG00000032346.7	Ooep	9
ENSMUSG00000108334	ENSMUSG00000108334.1	Gm30771	7
ENSMUSG00000072188	ENSMUSG00000072188.4	Gm10354	5
ENSMUSG00000108726	ENSMUSG00000108726.1	Gm30684	7
ENSMUSG00000033653	ENSMUSG00000033653.18	Vps8	16
ENSMUSG00000093993	ENSMUSG00000093993.7	Gm20736	Y
ENSMUSG00000099559	ENSMUSG00000099559.1	Gm29063	Y
ENSMUSG00000019362	ENSMUSG00000019362.8	D8Ertd738e	8
ENSMUSG00000117883	ENSMUSG00000117883.1	AC157785.1	19
ENSMUSG00000105776	ENSMUSG00000105776.1	Gm43292	6
ENSMUSG00000105572	ENSMUSG00000105572.1	Gm43300	3
ENSMUSG00000031668	ENSMUSG00000031668.14	Eif2ak3	6
ENSMUSG00000028134	ENSMUSG00000028134.11	Ptbp2	3
ENSMUSG00000051582	ENSMUSG00000051582.2	Otud6a	X
ENSMUSG00000104720	ENSMUSG00000104720.1	Gm43138	5
ENSMUSG00000031220	ENSMUSG00000031220.14	Awat2	X
ENSMUSG00000085172	ENSMUSG00000085172.1	Gm6542	18
ENSMUSG00000108523	ENSMUSG00000108523.1	4933430L12Rik	7
ENSMUSG00000096630	ENSMUSG00000096630.2	Vmn2r26	6
ENSMUSG00000054499	ENSMUSG00000054499.9	Dedd2	7
ENSMUSG00000117942	ENSMUSG00000117942.1	AC115631.1	18
ENSMUSG00000062661	ENSMUSG00000062661.6	Ncs1	2
ENSMUSG00000067547	ENSMUSG00000067547.6	Gm7666	15
ENSMUSG00000032312	ENSMUSG00000032312.7	Csk	9
ENSMUSG00000089647	ENSMUSG00000089647.2	Gm2245	15
ENSMUSG00000104814	ENSMUSG00000104814.1	Gm42979	5
ENSMUSG00000024370	ENSMUSG00000024370.17	Cdc23	18
ENSMUSG00000100956	ENSMUSG00000100956.1	Gm28558	Y
ENSMUSG00000046311	ENSMUSG00000046311.13	Zfp62	11
ENSMUSG00000029439	ENSMUSG00000029439.14	Sfswap	5
ENSMUSG00000022686	ENSMUSG00000022686.14	B3gnt5	16
ENSMUSG00000084947	ENSMUSG00000084947.1	Gm15594	6
ENSMUSG00000100942	ENSMUSG00000100942.1	Gm28560	Y
ENSMUSG00000047619	ENSMUSG00000047619.5	Ddi1	9
ENSMUSG00000101397	ENSMUSG00000101397.6	Mug-ps1	6
ENSMUSG00000021948	ENSMUSG00000021948.17	Prkcd	14
ENSMUSG00000000416	ENSMUSG00000000416.16	Cttnbp2	6
ENSMUSG00000100333	ENSMUSG00000100333.1	Gm28561	Y
ENSMUSG00000101226	ENSMUSG00000101226.1	Gm20954	1
ENSMUSG00000115115	ENSMUSG00000115115.1	AL607142.1	4
ENSMUSG00000100126	ENSMUSG00000100126.1	Gm29584	Y
ENSMUSG00000024483	ENSMUSG00000024483.19	Ankhd1	18
ENSMUSG00000103618	ENSMUSG00000103618.1	Gm37951	Y
ENSMUSG00000100421	ENSMUSG00000100421.1	Gm29044	Y
ENSMUSG00000029306	ENSMUSG00000029306.8	Ibsp	5
ENSMUSG00000026158	ENSMUSG00000026158.11	Ogfrl1	1
ENSMUSG00000103592	ENSMUSG00000103592.1	Gm38364	3
ENSMUSG00000029049	ENSMUSG00000029049.14	Morn1	4
ENSMUSG00000101679	ENSMUSG00000101679.1	Gm20936	Y
ENSMUSG00000104170	ENSMUSG00000104170.1	Gm37702	1
ENSMUSG00000101928	ENSMUSG00000101928.1	Gm20824	Y
ENSMUSG00000099434	ENSMUSG00000099434.1	Gm20934	Y
ENSMUSG00000103495	ENSMUSG00000103495.1	Gm37409	1
ENSMUSG00000084850	ENSMUSG00000084850.1	Gm12092	11
ENSMUSG00000005886	ENSMUSG00000005886.14	Ncoa2	1
ENSMUSG00000106178	ENSMUSG00000106178.1	Gm42987	5
ENSMUSG00000100239	ENSMUSG00000100239.1	Gm28146	Y
ENSMUSG00000083917	ENSMUSG00000083917.1	Gm12093	11
ENSMUSG00000029314	ENSMUSG00000029314.14	Gpat3	5
ENSMUSG00000028261	ENSMUSG00000028261.13	Ndufaf4	4
ENSMUSG00000062132	ENSMUSG00000062132.10	Arhgap33os	7
ENSMUSG00000083423	ENSMUSG00000083423.1	Gm13221	2
ENSMUSG00000021210	ENSMUSG00000021210.16	Akr1c6	13
ENSMUSG00000106070	ENSMUSG00000106070.1	Gm43135	3
ENSMUSG00000053863	ENSMUSG00000053863.3	Mepe	5
ENSMUSG00000105642	ENSMUSG00000105642.1	Gm43134	3
ENSMUSG00000111865	ENSMUSG00000111865.1	Gm47687	10
ENSMUSG00000082794	ENSMUSG00000082794.1	Gm6806	X
ENSMUSG00000106969	ENSMUSG00000106969.1	Gm42882	5
ENSMUSG00000079604	ENSMUSG00000079604.9	Gm13219	2
ENSMUSG00000056228	ENSMUSG00000056228.10	Cars2	8
ENSMUSG00000113057	ENSMUSG00000113057.1	Gm48812	13
ENSMUSG00000082162	ENSMUSG00000082162.1	Gm14701	X
ENSMUSG00000109828	ENSMUSG00000109828.1	Gm45662	8
ENSMUSG00000079595	ENSMUSG00000079595.2	Gm7260	16
ENSMUSG00000059408	ENSMUSG00000059408.3	Mrgprh	17
ENSMUSG00000081084	ENSMUSG00000081084.1	Gm5638	X
ENSMUSG00000116068	ENSMUSG00000116068.1	Gm49457	15
ENSMUSG00000022902	ENSMUSG00000022902.8	Stfa2	16
ENSMUSG00000025047	ENSMUSG00000025047.9	Pdcd11	19
ENSMUSG00000083973	ENSMUSG00000083973.1	Gm13459	2
ENSMUSG00000111027	ENSMUSG00000111027.1	Gm2981	9
ENSMUSG00000081202	ENSMUSG00000081202.1	Gm13220	2
ENSMUSG00000062077	ENSMUSG00000062077.14	Trim54	5
ENSMUSG00000025332	ENSMUSG00000025332.14	Kdm5c	X
ENSMUSG00000079603	ENSMUSG00000079603.3	Gm13218	2
ENSMUSG00000036760	ENSMUSG00000036760.7	Kcnk9	15
ENSMUSG00000026955	ENSMUSG00000026955.13	Sapcd2	2
ENSMUSG00000079424	ENSMUSG00000079424.8	Gm3259	5
ENSMUSG00000116905	ENSMUSG00000116905.1	Gm49652	16
ENSMUSG00000104276	ENSMUSG00000104276.1	Gm37866	2
ENSMUSG00000031842	ENSMUSG00000031842.14	Pde4c	8
ENSMUSG00000023079	ENSMUSG00000023079.14	Gtf2ird1	5
ENSMUSG00000054905	ENSMUSG00000054905.2	Stfa3	16
ENSMUSG00000101177	ENSMUSG00000101177.6	Gm29586	Y
ENSMUSG00000031221	ENSMUSG00000031221.7	Igbp1	X
ENSMUSG00000111685	ENSMUSG00000111685.1	Gm10686	9
ENSMUSG00000099782	ENSMUSG00000099782.1	Gm20903	Y
ENSMUSG00000021944	ENSMUSG00000021944.15	Gata4	14
ENSMUSG00000032109	ENSMUSG00000032109.15	Nlrx1	9
ENSMUSG00000116917	ENSMUSG00000116917.1	Gm49653	16
ENSMUSG00000004356	ENSMUSG00000004356.8	Utp20	10
ENSMUSG00000023912	ENSMUSG00000023912.10	Slc25a27	17
ENSMUSG00000090088	ENSMUSG00000090088.1	Gm15934	10
ENSMUSG00000048206	ENSMUSG00000048206.6	Dnajb8	6
ENSMUSG00000111526	ENSMUSG00000111526.1	Gm47433	10
ENSMUSG00000032281	ENSMUSG00000032281.11	Acsbg1	9
ENSMUSG00000019848	ENSMUSG00000019848.14	Popdc3	10
ENSMUSG00000066905	ENSMUSG00000066905.4	Olfr860	9
ENSMUSG00000106005	ENSMUSG00000106005.1	Gm29151	3
ENSMUSG00000047046	ENSMUSG00000047046.8	1700031F10Rik	6
ENSMUSG00000004996	ENSMUSG00000004996.9	Mri1	8
ENSMUSG00000106075	ENSMUSG00000106075.1	Gm42804	3
ENSMUSG00000033502	ENSMUSG00000033502.14	Cdc14a	3
ENSMUSG00000106099	ENSMUSG00000106099.1	Gm42664	3
ENSMUSG00000022505	ENSMUSG00000022505.9	Emp2	16
ENSMUSG00000116700	ENSMUSG00000116700.1	Gm18694	16
ENSMUSG00000097965	ENSMUSG00000097965.1	Gm5839	18
ENSMUSG00000100460	ENSMUSG00000100460.1	Gm28145	Y
ENSMUSG00000069707	ENSMUSG00000069707.1	Taar4	10
ENSMUSG00000116948	ENSMUSG00000116948.1	Gm4802	16
ENSMUSG00000097959	ENSMUSG00000097959.2	Gm6931	16
ENSMUSG00000110511	ENSMUSG00000110511.1	Gm45699	9
ENSMUSG00000117885	ENSMUSG00000117885.1	AC115719.1	18
ENSMUSG00000113413	ENSMUSG00000113413.1	Gm21941	12
ENSMUSG00000090512	ENSMUSG00000090512.8	Gm3424	14
ENSMUSG00000083236	ENSMUSG00000083236.1	Gm7222	X
ENSMUSG00000118290	ENSMUSG00000118290.1	AC120397.1	18
ENSMUSG00000053310	ENSMUSG00000053310.11	Nrgn	9
ENSMUSG00000101038	ENSMUSG00000101038.1	Gm28272	Y
ENSMUSG00000101331	ENSMUSG00000101331.1	Gm28148	Y
ENSMUSG00000074354	ENSMUSG00000074354.11	Arhgap20os	9
ENSMUSG00000069706	ENSMUSG00000069706.3	Taar5	10
ENSMUSG00000111257	ENSMUSG00000111257.1	Gm21089	9
ENSMUSG00000028348	ENSMUSG00000028348.7	Cavin4	4
ENSMUSG00000046541	ENSMUSG00000046541.9	Zfp526	7
ENSMUSG00000110732	ENSMUSG00000110732.1	Gm48674	9
ENSMUSG00000107265	ENSMUSG00000107265.1	Gm15469	5
ENSMUSG00000087611	ENSMUSG00000087611.1	4930458D05Rik	5
ENSMUSG00000113569	ENSMUSG00000113569.1	Gm48035	12
ENSMUSG00000113362	ENSMUSG00000113362.1	Gm40557	12
ENSMUSG00000107545	ENSMUSG00000107545.1	Gm44307	6
ENSMUSG00000101366	ENSMUSG00000101366.1	Gm28147	Y
ENSMUSG00000103805	ENSMUSG00000103805.1	Gm37063	16
ENSMUSG00000113574	ENSMUSG00000113574.1	Gm48037	12
ENSMUSG00000106944	ENSMUSG00000106944.1	Gm43843	6
ENSMUSG00000103972	ENSMUSG00000103972.1	Gm37466	16
ENSMUSG00000106114	ENSMUSG00000106114.1	Gm43286	3
ENSMUSG00000090552	ENSMUSG00000090552.1	Gm17158	14
ENSMUSG00000107435	ENSMUSG00000107435.1	Gm19908	6
ENSMUSG00000058672	ENSMUSG00000058672.7	Tubb2a	13
ENSMUSG00000081292	ENSMUSG00000081292.1	Gm15018	X
ENSMUSG00000099637	ENSMUSG00000099637.1	Gm28737	Y
ENSMUSG00000107616	ENSMUSG00000107616.1	Gm7825	6
ENSMUSG00000045111	ENSMUSG00000045111.5	Taar6	10
ENSMUSG00000061032	ENSMUSG00000061032.9	Rrp1	10
ENSMUSG00000111464	ENSMUSG00000111464.1	Gm48675	9
ENSMUSG00000102289	ENSMUSG00000102289.1	Gm31258	16
ENSMUSG00000006490	ENSMUSG00000006490.3	Prl8a9	13
ENSMUSG00000053199	ENSMUSG00000053199.13	Arhgap20	9
ENSMUSG00000102562	ENSMUSG00000102562.1	Gm37694	16
ENSMUSG00000101142	ENSMUSG00000101142.1	Gm28142	Y
ENSMUSG00000095647	ENSMUSG00000095647.1	Taar7a	10
ENSMUSG00000091897	ENSMUSG00000091897.1	Gm17019	5
ENSMUSG00000087247	ENSMUSG00000087247.3	Alkal1	1
ENSMUSG00000002068	ENSMUSG00000002068.16	Ccne1	7
ENSMUSG00000102344	ENSMUSG00000102344.1	9430053O09Rik	16
ENSMUSG00000090707	ENSMUSG00000090707.8	Gm8237	14
ENSMUSG00000103932	ENSMUSG00000103932.1	Gm36963	16
ENSMUSG00000037197	ENSMUSG00000037197.11	Rbm17	2
ENSMUSG00000113248	ENSMUSG00000113248.1	Gm18338	12
ENSMUSG00000029044	ENSMUSG00000029044.9	4930584F24Rik	5
ENSMUSG00000103355	ENSMUSG00000103355.1	Gm2147	1
ENSMUSG00000099565	ENSMUSG00000099565.1	Gm28738	Y
ENSMUSG00000103916	ENSMUSG00000103916.1	Gm38071	16
ENSMUSG00000113154	ENSMUSG00000113154.1	Gm48713	12
ENSMUSG00000038301	ENSMUSG00000038301.15	Snx10	6
ENSMUSG00000106220	ENSMUSG00000106220.1	Gm43288	3
ENSMUSG00000102706	ENSMUSG00000102706.1	Gm7417	1
ENSMUSG00000113941	ENSMUSG00000113941.1	Gm35755	12
ENSMUSG00000106490	ENSMUSG00000106490.1	Gm43283	3
ENSMUSG00000091613	ENSMUSG00000091613.1	Gm17046	14
ENSMUSG00000102575	ENSMUSG00000102575.1	Gm37241	16
ENSMUSG00000105562	ENSMUSG00000105562.1	Gm43287	3
ENSMUSG00000033033	ENSMUSG00000033033.10	Calhm2	19
ENSMUSG00000075232	ENSMUSG00000075232.5	Amd1	10
ENSMUSG00000110105	ENSMUSG00000110105.1	Gm45844	7
ENSMUSG00000112967	ENSMUSG00000112967.1	4930428E07Rik	12
ENSMUSG00000109764	ENSMUSG00000109764.1	Klkb1	8
ENSMUSG00000100047	ENSMUSG00000100047.1	Gm28141	Y
ENSMUSG00000103049	ENSMUSG00000103049.1	Gm37311	16
ENSMUSG00000114898	ENSMUSG00000114898.1	Gm49390	14
ENSMUSG00000050315	ENSMUSG00000050315.14	Synpo2	3
ENSMUSG00000115068	ENSMUSG00000115068.1	Gm48926	15
ENSMUSG00000019464	ENSMUSG00000019464.6	Ptger1	8
ENSMUSG00000114892	ENSMUSG00000114892.1	Gm5463	14
ENSMUSG00000102267	ENSMUSG00000102267.1	9530003O04Rik	16
ENSMUSG00000117958	ENSMUSG00000117958.1	AC123853.2	19
ENSMUSG00000095171	ENSMUSG00000095171.1	Taar7b	10
ENSMUSG00000031007	ENSMUSG00000031007.2	Atp6ap2	X
ENSMUSG00000103845	ENSMUSG00000103845.1	Gm19026	1
ENSMUSG00000090386	ENSMUSG00000090386.10	Mir99ahg	16
ENSMUSG00000110628	ENSMUSG00000110628.1	Gm37797	18
ENSMUSG00000115238	ENSMUSG00000115238.1	Gm19236	15
ENSMUSG00000074508	ENSMUSG00000074508.4	Gm10706	9
ENSMUSG00000114139	ENSMUSG00000114139.1	Gm20336	12
ENSMUSG00000082564	ENSMUSG00000082564.1	Gm15586	9
ENSMUSG00000069385	ENSMUSG00000069385.10	Gm10267	18
ENSMUSG00000017756	ENSMUSG00000017756.9	Slc12a7	13
ENSMUSG00000084182	ENSMUSG00000084182.1	Taar7c-ps	10
ENSMUSG00000036912	ENSMUSG00000036912.17	Piwil4	9
ENSMUSG00000105491	ENSMUSG00000105491.1	Gm42844	5
ENSMUSG00000046219	ENSMUSG00000046219.9	C230012O17Rik	4
ENSMUSG00000024769	ENSMUSG00000024769.7	Cdc42bpg	19
ENSMUSG00000114119	ENSMUSG00000114119.1	Gm48039	12
ENSMUSG00000057672	ENSMUSG00000057672.16	Pkn1	8
ENSMUSG00000117724	ENSMUSG00000117724.1	AC165311.1	18
ENSMUSG00000026648	ENSMUSG00000026648.18	Dclre1c	2
ENSMUSG00000082437	ENSMUSG00000082437.1	Gm15136	10
ENSMUSG00000117072	ENSMUSG00000117072.1	Gm49926	17
ENSMUSG00000080850	ENSMUSG00000080850.1	Gm12439	4
ENSMUSG00000113060	ENSMUSG00000113060.1	Gm48041	12
ENSMUSG00000004631	ENSMUSG00000004631.15	Sgce	6
ENSMUSG00000073460	ENSMUSG00000073460.5	Pnldc1	17
ENSMUSG00000029014	ENSMUSG00000029014.14	Dnajc2	5
ENSMUSG00000085885	ENSMUSG00000085885.1	Gm11906	4
ENSMUSG00000079057	ENSMUSG00000079057.4	Cyp4v3	8
ENSMUSG00000041354	ENSMUSG00000041354.16	Rgl2	17
ENSMUSG00000040372	ENSMUSG00000040372.2	Gpr63	4
ENSMUSG00000099034	ENSMUSG00000099034.7	2810039B14Rik	15
ENSMUSG00000084997	ENSMUSG00000084997.7	Gm15471	3
ENSMUSG00000090264	ENSMUSG00000090264.1	Eif4ebp3	18
ENSMUSG00000106012	ENSMUSG00000106012.1	Gm43744	3
ENSMUSG00000098900	ENSMUSG00000098900.2	Gm18190	7
ENSMUSG00000081467	ENSMUSG00000081467.1	Gm13337	2
ENSMUSG00000025393	ENSMUSG00000025393.12	Atp5b	10
ENSMUSG00000047921	ENSMUSG00000047921.17	Trappc9	15
ENSMUSG00000040359	ENSMUSG00000040359.14	Ufl1	4
ENSMUSG00000044313	ENSMUSG00000044313.13	Mab21l3	3
ENSMUSG00000027845	ENSMUSG00000027845.15	Dclre1b	3
ENSMUSG00000021186	ENSMUSG00000021186.9	Fbln5	12
ENSMUSG00000086053	ENSMUSG00000086053.1	Gm15178	1
ENSMUSG00000112876	ENSMUSG00000112876.1	Gm32443	12
ENSMUSG00000095730	ENSMUSG00000095730.3	Vmn2r29	7
ENSMUSG00000112799	ENSMUSG00000112799.1	Gm48100	12
ENSMUSG00000048655	ENSMUSG00000048655.17	Ccdc169	3
ENSMUSG00000026207	ENSMUSG00000026207.16	Speg	1
ENSMUSG00000024668	ENSMUSG00000024668.8	Sdhaf2	19
ENSMUSG00000054519	ENSMUSG00000054519.8	Zfp867	11
ENSMUSG00000020196	ENSMUSG00000020196.10	Cabin1	10
ENSMUSG00000100343	ENSMUSG00000100343.1	Gm20923	Y
ENSMUSG00000114748	ENSMUSG00000114748.1	Gm6734	14
ENSMUSG00000031640	ENSMUSG00000031640.11	Gm45753	8
ENSMUSG00000003531	ENSMUSG00000003531.15	Dgcr6	16
ENSMUSG00000028635	ENSMUSG00000028635.7	Edn2	4
ENSMUSG00000051896	ENSMUSG00000051896.4	Tex37	6
ENSMUSG00000084145	ENSMUSG00000084145.3	Gm12263	11
ENSMUSG00000099762	ENSMUSG00000099762.3	Gm21149	5
ENSMUSG00000106004	ENSMUSG00000106004.4	Gm43391	5
ENSMUSG00000115209	ENSMUSG00000115209.1	Gm34250	14
ENSMUSG00000099494	ENSMUSG00000099494.6	Gm28197	Y
ENSMUSG00000067597	ENSMUSG00000067597.5	Dgat2l6	X
ENSMUSG00000055874	ENSMUSG00000055874.6	Foxi3	6
ENSMUSG00000107122	ENSMUSG00000107122.1	Gm32072	5
ENSMUSG00000024810	ENSMUSG00000024810.16	Il33	19
ENSMUSG00000052135	ENSMUSG00000052135.8	Foxo6	4
ENSMUSG00000106821	ENSMUSG00000106821.1	Gm7961	5
ENSMUSG00000016756	ENSMUSG00000016756.17	Cmah	13
ENSMUSG00000107446	ENSMUSG00000107446.1	Gm43906	6
ENSMUSG00000107357	ENSMUSG00000107357.1	Gm42662	5
ENSMUSG00000068396	ENSMUSG00000068396.9	Rpl34-ps1	6
ENSMUSG00000084929	ENSMUSG00000084929.1	Foxo6os	4
ENSMUSG00000115304	ENSMUSG00000115304.1	4930434J06Rik	14
ENSMUSG00000006675	ENSMUSG00000006675.10	P4htm	9
ENSMUSG00000024667	ENSMUSG00000024667.12	Tmem216	19
ENSMUSG00000083445	ENSMUSG00000083445.1	Gm15038	X
ENSMUSG00000114664	ENSMUSG00000114664.1	Gm48639	13
ENSMUSG00000091809	ENSMUSG00000091809.4	Olfr721-ps1	14
ENSMUSG00000031428	ENSMUSG00000031428.11	Zcchc18	X
ENSMUSG00000115244	ENSMUSG00000115244.1	Gm49002	14
ENSMUSG00000067973	ENSMUSG00000067973.11	Gm6994	14
ENSMUSG00000109228	ENSMUSG00000109228.2	Fam81b	13
ENSMUSG00000102044	ENSMUSG00000102044.1	Gm21249	Y
ENSMUSG00000020283	ENSMUSG00000020283.5	Pex13	11
ENSMUSG00000107781	ENSMUSG00000107781.1	Gm44315	6
ENSMUSG00000115733	ENSMUSG00000115733.1	Gm49001	14
ENSMUSG00000097920	ENSMUSG00000097920.1	Gm7784	1
ENSMUSG00000110867	ENSMUSG00000110867.1	Gm7368	9
ENSMUSG00000114242	ENSMUSG00000114242.1	Gm31219	13
ENSMUSG00000028751	ENSMUSG00000028751.13	Pla2g2e	4
ENSMUSG00000033147	ENSMUSG00000033147.16	Slc22a15	3
ENSMUSG00000115363	ENSMUSG00000115363.1	Gm49003	14
ENSMUSG00000082727	ENSMUSG00000082727.2	Gm13260	2
ENSMUSG00000099503	ENSMUSG00000099503.1	Gm28822	1
ENSMUSG00000063556	ENSMUSG00000063556.5	Gm10132	14
ENSMUSG00000025607	ENSMUSG00000025607.15	Copg2	6
ENSMUSG00000022012	ENSMUSG00000022012.9	Enox1	14
ENSMUSG00000033860	ENSMUSG00000033860.13	Fgg	3
ENSMUSG00000034801	ENSMUSG00000034801.13	Sos2	12
ENSMUSG00000051980	ENSMUSG00000051980.13	Casr	16
ENSMUSG00000096878	ENSMUSG00000096878.2	Gm21083	5
ENSMUSG00000020280	ENSMUSG00000020280.12	Pus10	11
ENSMUSG00000003526	ENSMUSG00000003526.12	Prodh	16
ENSMUSG00000025203	ENSMUSG00000025203.6	Scd2	19
ENSMUSG00000105954	ENSMUSG00000105954.1	Gm42793	5
ENSMUSG00000044724	ENSMUSG00000044724.9	Gpr152	19
ENSMUSG00000024818	ENSMUSG00000024818.15	Slc25a45	19
ENSMUSG00000105300	ENSMUSG00000105300.1	Gm30613	5
ENSMUSG00000029304	ENSMUSG00000029304.14	Spp1	5
ENSMUSG00000094230	ENSMUSG00000094230.5	Gm21847	5
ENSMUSG00000024842	ENSMUSG00000024842.8	Cabp4	19
ENSMUSG00000044348	ENSMUSG00000044348.14	Slc25a53	X
ENSMUSG00000070933	ENSMUSG00000070933.10	Speer4d	5
ENSMUSG00000102205	ENSMUSG00000102205.1	9430092D12Rik	16
ENSMUSG00000096870	ENSMUSG00000096870.2	Gm21816	16
ENSMUSG00000028003	ENSMUSG00000028003.6	Lrat	3
ENSMUSG00000081402	ENSMUSG00000081402.4	Gm15455	1
ENSMUSG00000102854	ENSMUSG00000102854.1	C130023A14Rik	16
ENSMUSG00000115061	ENSMUSG00000115061.1	Gm49290	14
ENSMUSG00000078965	ENSMUSG00000078965.5	Gm12033	11
ENSMUSG00000103851	ENSMUSG00000103851.1	Gm37606	16
ENSMUSG00000028259	ENSMUSG00000028259.13	Fhl5	4
ENSMUSG00000115688	ENSMUSG00000115688.1	Gm49209	9
ENSMUSG00000102595	ENSMUSG00000102595.1	Gm30097	3
ENSMUSG00000102770	ENSMUSG00000102770.1	Gm38163	9
ENSMUSG00000109446	ENSMUSG00000109446.1	Gm9195	14
ENSMUSG00000068522	ENSMUSG00000068522.4	Aard	15
ENSMUSG00000106445	ENSMUSG00000106445.1	Gm21190	5
ENSMUSG00000042677	ENSMUSG00000042677.7	Zc3h12a	4
ENSMUSG00000086273	ENSMUSG00000086273.7	Rbm46os	3
ENSMUSG00000069720	ENSMUSG00000069720.4	4930572O03Rik	5
ENSMUSG00000117681	ENSMUSG00000117681.1	AC127556.2	19
ENSMUSG00000108975	ENSMUSG00000108975.1	Mlnr-ps	14
ENSMUSG00000114893	ENSMUSG00000114893.1	Gm48684	13
ENSMUSG00000002341	ENSMUSG00000002341.8	Ncan	8
ENSMUSG00000087010	ENSMUSG00000087010.1	1700041M05Rik	4
ENSMUSG00000031969	ENSMUSG00000031969.16	Acad8	9
ENSMUSG00000114257	ENSMUSG00000114257.1	Gm47654	14
ENSMUSG00000071181	ENSMUSG00000071181.2	3830408C21Rik	13
ENSMUSG00000041161	ENSMUSG00000041161.8	Otud3	4
ENSMUSG00000034820	ENSMUSG00000034820.4	Cpsf7	19
ENSMUSG00000114865	ENSMUSG00000114865.2	Gm29776	14
ENSMUSG00000116980	ENSMUSG00000116980.1	Gm49597	16
ENSMUSG00000082966	ENSMUSG00000082966.1	Gm14614	X
ENSMUSG00000024815	ENSMUSG00000024815.5	Trpd52l3	19
ENSMUSG00000081964	ENSMUSG00000081964.1	Gm11873	4
ENSMUSG00000112612	ENSMUSG00000112612.1	Gm7775	10
ENSMUSG00000055761	ENSMUSG00000055761.14	Nkain3	4
ENSMUSG00000002100	ENSMUSG00000002100.15	Mybpc3	2
ENSMUSG00000102664	ENSMUSG00000102664.1	Gm38380	1
ENSMUSG00000001435	ENSMUSG00000001435.15	Col18a1	10
ENSMUSG00000074862	ENSMUSG00000074862.11	BC025920	10
ENSMUSG00000103506	ENSMUSG00000103506.1	Gm38376	1
ENSMUSG00000100993	ENSMUSG00000100993.1	Gm21895	Y
ENSMUSG00000102639	ENSMUSG00000102639.1	Gm38223	1
ENSMUSG00000028608	ENSMUSG00000028608.15	Czib	4
ENSMUSG00000099778	ENSMUSG00000099778.1	Gm28134	Y
ENSMUSG00000117957	ENSMUSG00000117957.1	AC123853.1	19
ENSMUSG00000103085	ENSMUSG00000103085.1	Gm38120	1
ENSMUSG00000116270	ENSMUSG00000116270.1	Gm1600	16
ENSMUSG00000029017	ENSMUSG00000029017.13	Pmpcb	5
ENSMUSG00000083878	ENSMUSG00000083878.3	Gm12034	11
ENSMUSG00000083032	ENSMUSG00000083032.1	Gm8087	9
ENSMUSG00000029712	ENSMUSG00000029712.14	Actl6b	5
ENSMUSG00000055204	ENSMUSG00000055204.15	Ankrd17	5
ENSMUSG00000049327	ENSMUSG00000049327.17	Kmt5a	5
ENSMUSG00000109926	ENSMUSG00000109926.1	Gm45808	7
ENSMUSG00000101512	ENSMUSG00000101512.1	Gm28135	Y
ENSMUSG00000097662	ENSMUSG00000097662.1	Gm2093	15
ENSMUSG00000115457	ENSMUSG00000115457.1	Gm2387	15
ENSMUSG00000014453	ENSMUSG00000014453.4	Blk	14
ENSMUSG00000115738	ENSMUSG00000115738.1	Gm7543	15
ENSMUSG00000086017	ENSMUSG00000086017.1	Gm11872	4
ENSMUSG00000041064	ENSMUSG00000041064.13	Pif1	9
ENSMUSG00000030824	ENSMUSG00000030824.17	Nucb1	7
ENSMUSG00000100136	ENSMUSG00000100136.1	Gm20933	Y
ENSMUSG00000050195	ENSMUSG00000050195.8	Scd4	19
ENSMUSG00000099745	ENSMUSG00000099745.1	Gm28736	Y
ENSMUSG00000001082	ENSMUSG00000001082.12	Mfsd10	5
ENSMUSG00000114476	ENSMUSG00000114476.1	Gm21063	14
ENSMUSG00000070291	ENSMUSG00000070291.4	Ddx43	9
ENSMUSG00000098068	ENSMUSG00000098068.1	Gm7909	10
ENSMUSG00000101883	ENSMUSG00000101883.1	Gm21840	Y
